Appliances,lights,T1,RH_1
60,0,20.1,44.0
50,0,20.1,43.9
60,0,20.1,43.826666666666696
60,0,20.033333333333296,43.73
60,0,20.1,43.73
50,0,20.066666666666695,43.49
50,0,20.0,43.29
50,0,20.0,43.145
50,0,20.0,43.06
50,0,19.926666666666698,43.0
60,0,19.89,42.863333333333294
60,0,19.89,42.79
40,0,19.89,42.7
30,0,19.823333333333295,42.6266666666667
30,20,19.79,42.59
30,10,19.79,42.723333333333294
40,0,19.76,42.76
50,10,19.7,42.7
50,0,19.7,42.7
50,0,19.6333333333333,42.6266666666667
40,0,19.6666666666667,43.0
50,0,19.6,43.0
40,0,19.6,43.0
40,0,19.533333333333296,43.0
40,0,19.5,43.09
40,0,19.5,43.09
50,0,19.5,43.145
50,0,19.5,43.2
50,0,19.426666666666698,43.2
30,0,19.39,43.2
20,0,19.39,43.26
30,0,19.39,43.29
20,0,19.39,43.3633333333333
40,0,19.39,43.4
50,0,19.323333333333295,43.4666666666667
60,0,19.29,43.5
50,0,19.29,43.56
40,0,19.29,43.59
40,0,19.29,43.59
50,0,19.29,43.7
40,0,19.29,43.76
40,0,19.2,43.7
50,0,19.2,43.76
50,0,19.2,43.79
50,0,19.2,43.8633333333333
40,0,19.2,43.9
30,0,19.1,43.9333333333333
20,0,19.1,44.0
20,0,19.1,44.0
20,0,19.1,44.0
50,0,19.1,44.09
50,0,19.1,44.09
50,0,19.033333333333296,44.03
40,0,19.033333333333296,44.09
40,0,19.0,44.09
50,0,19.0,44.09
40,0,19.0,44.09
50,0,19.0,44.1633333333333
50,0,18.963333333333296,44.2
50,0,18.89,44.2
40,0,18.89,44.2
40,0,18.89,44.2
50,0,18.89,44.23
20,0,18.89,44.29
20,0,18.89,44.29
50,0,18.865,44.365
30,10,18.79,44.7233333333333
50,10,18.89,45.03
50,10,18.89,45.09
200,0,18.89,45.0
110,10,18.89,45.0
80,10,18.79,44.633333333333304
50,0,18.79,44.5
50,0,18.79,44.59
50,0,18.79,44.53
40,0,18.79,44.3633333333333
40,0,18.79,44.23
30,0,18.79,44.06
180,20,18.79,43.9333333333333
350,30,18.79,43.9
350,20,18.79,43.9
300,30,18.79,44.0
400,20,18.856666666666698,44.06
390,30,18.89,44.23
290,30,18.9975,44.3975
60,30,19.1,44.5
70,20,19.1333333333333,44.5
110,30,19.2,44.36
90,20,19.2,44.06
60,20,19.2,44.06
70,20,19.2,44.09
80,20,19.2,44.1633333333333
60,0,19.23,44.39
40,10,19.29,44.796666666666695
30,10,19.29,45.1633333333333
70,10,19.23,45.03
50,10,19.29,45.7333333333333
80,10,19.29,45.1266666666667
80,10,19.2,44.8333333333333
50,0,19.2,44.7
40,0,19.2,44.9
50,0,19.2,44.6933333333333
40,0,19.2,43.6
40,0,19.2,43.12
50,0,19.1333333333333,42.7666666666667
30,0,19.1666666666667,42.4666666666667
30,0,19.1,42.2666666666667
20,0,19.1,42.09
20,0,19.1,41.963333333333296
50,0,19.066666666666695,41.76
40,0,19.0,41.6266666666667
50,0,19.0,41.56
40,0,19.0,41.433333333333294
60,0,19.0,41.29
40,0,19.0,41.29
40,0,19.0,41.2
50,0,19.0,41.1266666666667
40,0,19.033333333333296,41.1266666666667
40,0,19.1,41.1266666666667
30,0,19.1333333333333,41.0
30,0,19.2,40.933333333333294
30,0,19.2,40.76
40,0,19.2675,40.745
80,0,19.29,40.56666666666669
70,0,19.39,40.53
80,0,19.39,40.59
70,0,19.39,40.6266666666667
80,0,19.39,40.7
80,0,19.323333333333295,40.73
100,0,19.39,40.863333333333294
90,0,19.356666666666698,40.79
100,10,19.29,40.73
90,0,19.29,40.6633333333333
110,0,19.29,40.6633333333333
90,10,19.29,40.79
100,0,19.29,40.73
100,10,19.29,40.79
110,0,19.29,40.73
100,10,19.26,40.7
90,10,19.26,40.76
90,10,19.29,40.9
180,10,19.29,40.8266666666667
140,0,19.29,41.15
100,10,19.323333333333295,42.1566666666667
110,20,19.39,42.09666666666671
340,20,19.39,41.73
380,20,19.39,41.6566666666667
210,30,19.39,41.59
150,20,19.463333333333296,41.59
330,20,19.5,41.6
420,20,19.5,41.3266666666667
330,20,19.533333333333296,41.29
130,20,19.6,41.43
130,20,19.6,41.5
110,20,19.6,41.56
250,10,19.6,41.59
520,0,19.6,41.53
360,0,19.6,41.5
330,0,19.6,41.6933333333333
310,0,19.6,42.0
270,0,19.6,42.0
230,0,19.6,42.145
170,10,19.6,42.2
60,0,19.6,42.06666666666669
30,0,19.5,42.0
30,0,19.5,42.1333333333333
30,0,19.5,42.2
40,0,19.426666666666698,42.1266666666667
50,0,19.39,42.09
50,0,19.39,42.09
40,0,19.356666666666698,42.09
40,0,19.29,42.09
50,0,19.29,42.09
50,0,19.29,42.09
40,0,19.2,42.06
60,0,19.2,42.06
40,0,19.2,42.09
40,0,19.1333333333333,42.09
50,0,19.1,42.09
40,0,19.1,42.09
30,0,19.1,42.09
30,0,19.0,42.0
30,0,19.0,42.06
40,0,19.0,42.09
40,0,19.0,42.09
50,0,18.963333333333296,42.09
40,0,18.89,42.1633333333333
40,0,18.89,42.2
40,0,18.89,42.2
50,0,18.79,42.1266666666667
50,0,18.79,42.2
50,0,18.79,42.2
40,0,18.79,42.2
50,0,18.76,42.23
40,0,18.7,42.29
40,0,18.7,42.29
20,0,18.7,42.29
30,0,18.7,42.29
30,0,18.7,42.29
40,0,18.6666666666667,42.29
50,0,18.6,42.29
40,0,18.6,42.29
40,0,18.6,42.3266666666667
50,0,18.6,42.4
40,0,18.6,42.4
50,0,18.533333333333296,42.4
50,0,18.5,42.433333333333294
40,0,18.5,42.5
50,0,18.5,42.5
40,0,18.5,42.5
40,0,18.463333333333296,42.56
40,0,18.39,42.5
40,0,18.39,42.53
30,10,18.39,42.59
70,10,18.39,42.59
360,20,18.39,42.863333333333294
400,10,18.39,43.36
70,10,18.39,43.9666666666667
70,0,18.39,44.09
390,0,18.39,44.0225
100,0,18.39,43.9333333333333
80,10,18.39,43.76
70,0,18.39,43.7
170,10,18.39,43.59
360,0,18.39,43.53
180,10,18.39,43.3633333333333
130,0,18.39,43.29
70,20,18.426666666666698,43.326666666666696
70,10,18.5,43.4
180,20,18.533333333333296,43.4
170,20,18.533333333333296,43.2666666666667
390,30,18.6,43.29
420,20,18.6666666666667,43.49
340,20,18.7,43.633333333333304
550,10,18.7,43.4333333333333
690,10,18.79,43.7666666666667
620,10,18.79,43.6933333333333
610,10,18.823333333333295,43.26
490,10,18.9175,43.05
260,20,19.0,42.933333333333294
240,10,19.1,42.863333333333294
220,10,19.1666666666667,43.53
130,10,19.36,44.5666666666667
90,10,19.566666666666695,44.5
290,10,19.73,45.1233333333333
410,0,19.9966666666667,45.73
320,0,20.1,45.0566666666667
260,0,20.1666666666667,44.4633333333333
210,0,20.36,45.1933333333333
210,0,20.566666666666695,44.726666666666695
140,0,20.823333333333295,44.3333333333333
60,0,20.963333333333296,43.866666666666696
50,0,21.1,43.5266666666667
60,0,21.1666666666667,43.0666666666667
50,0,21.2,42.1
60,0,21.2,41.6933333333333
140,0,21.23,41.59666666666671
270,0,21.29,41.565
200,0,21.356666666666698,41.29
60,0,21.356666666666698,40.8333333333333
50,0,21.356666666666698,40.6266666666667
60,0,21.5,40.56
80,0,21.5,40.433333333333294
50,0,21.6,40.26
40,0,21.6,40.1266666666667
50,0,21.6,40.06
50,0,21.6,40.0
40,0,21.533333333333296,40.0
30,0,21.533333333333296,39.933333333333294
30,0,21.5,39.79
200,0,21.5,39.73
450,0,21.39,39.59
400,0,21.39,39.7966666666667
740,0,21.39,40.56666666666669
910,0,21.463333333333296,41.6933333333333
610,10,21.6333333333333,45.1966666666667
510,10,21.76,47.13
190,0,21.945,45.3
110,10,22.0,43.9966666666667
100,0,22.066666666666695,43.1966666666667
90,10,22.1,42.363333333333294
110,10,22.1,41.89
100,0,22.1333333333333,41.43
110,10,22.2,41.1566666666667
100,10,22.1,40.8333333333333
790,10,22.1666666666667,40.5
380,10,22.2,40.6933333333333
360,10,22.26,41.8333333333333
360,10,22.323333333333295,42.5633333333333
100,10,22.463333333333296,47.7633333333333
100,10,22.73,46.86
90,10,22.79,45.5266666666667
90,20,22.79,44.8333333333333
110,10,22.73,44.1
140,30,22.7,43.296666666666695
110,20,22.7,42.89
100,20,22.7,43.0666666666667
110,20,22.7,43.07
130,20,22.7,42.6333333333333
140,30,22.73,41.93
130,20,22.79,41.79
120,20,22.79,41.79
100,10,22.79,41.73
80,0,22.79,41.56
50,10,22.79,41.5
50,0,22.926666666666698,41.033333333333296
50,0,23.066666666666695,40.42666666666669
40,0,23.2,40.1633333333333
50,0,23.26,40.09
50,0,23.39,40.06
50,0,23.39,40.0
40,0,23.5,40.0
30,0,23.566666666666695,39.933333333333294
30,0,23.6,39.79
40,0,23.6,39.73
40,0,23.6,39.6633333333333
50,0,23.6666666666667,39.6633333333333
60,0,23.7,39.59
50,0,23.7,39.56
60,0,23.7,39.433333333333294
50,0,23.79,39.26
50,0,23.79,39.2
50,0,23.79,39.1633333333333
50,0,23.73,39.09
50,0,23.7,39.09
50,0,23.7,39.03
60,0,23.7,39.09
50,0,23.6333333333333,39.03
50,0,23.6,39.03
50,0,23.6,39.09
50,0,23.5,39.09
40,0,23.426666666666698,39.09
50,0,23.39,39.23
40,0,23.323333333333295,39.363333333333294
30,0,23.29,39.5
40,0,23.23,39.433333333333294
30,0,23.2,39.5
60,0,23.1333333333333,39.433333333333294
50,0,23.1,39.45
50,0,23.0,39.4
40,0,22.926666666666698,39.4
50,0,22.89,39.433333333333294
60,0,22.823333333333295,39.5
50,0,22.79,39.53
50,0,22.73,39.59
50,0,22.6666666666667,39.56
50,0,22.6,39.5
40,0,22.566666666666695,39.5
50,0,22.5,39.5
50,0,22.39,39.4
50,0,22.39,39.4
60,0,22.356666666666698,39.863333333333294
50,0,22.29,39.79
40,0,22.2,39.7
50,0,22.2,39.7
50,0,22.1666666666667,39.7
50,0,22.1,39.7
30,0,22.066666666666695,39.6633333333333
70,10,22.0,39.6175
50,10,21.926666666666698,39.9
50,10,21.89,40.223333333333294
50,10,21.89,40.2966666666667
50,0,21.856666666666698,40.363333333333294
40,10,21.79,40.09666666666671
50,10,21.6333333333333,36.6666666666667
50,10,21.36,34.4
150,10,21.066666666666695,33.43333333333331
390,20,21.0,33.56
390,10,20.89,33.86
380,10,20.89,34.1933333333333
400,10,20.79,34.6666666666667
370,10,20.79,35.1933333333333
310,10,20.76,35.92666666666669
40,10,20.76,36.4
50,0,20.79,36.6933333333333
70,10,20.79,37.02666666666669
60,10,20.89,37.36
90,10,20.89,37.6333333333333
60,10,20.89,37.8
60,20,20.89,38.06666666666669
100,0,20.89,38.2
380,10,20.926666666666698,38.29
390,10,21.0,38.363333333333294
130,10,21.0,38.433333333333294
60,0,21.0,38.56
60,10,20.963333333333296,38.59
50,10,20.89,38.59
60,10,20.89,38.52666666666669
60,10,20.89,38.4
240,0,20.89,38.5
80,10,20.89,38.893333333333295
80,0,21.0,39.79
400,0,21.0,39.99
400,0,21.1,39.52666666666669
460,10,21.1,39.3266666666667
170,0,21.2,39.1633333333333
210,0,21.2,39.03
190,0,21.29,38.995
70,0,21.323333333333295,38.76
80,0,21.39,38.7
60,10,21.426666666666698,38.79
70,0,21.5,38.79
60,0,21.5,38.8266666666667
70,0,21.5,39.02666666666669
60,0,21.6,39.06
60,0,21.6666666666667,38.933333333333294
60,0,21.73,38.6933333333333
60,0,21.79,38.36
60,0,21.823333333333295,38.29
50,10,21.963333333333296,38.29
50,0,22.033333333333296,38.1266666666667
60,0,22.1666666666667,38.2
50,0,22.2,38.09
50,0,22.26,38.09
70,0,22.323333333333295,38.06
50,0,22.323333333333295,38.0
60,0,22.323333333333295,37.9666666666667
60,0,22.39,37.8725
90,0,22.39,37.863333333333294
100,10,22.39,37.79
90,0,22.39,37.79
100,10,22.39,37.79
110,0,22.39,37.79
100,10,22.39,37.79
80,0,22.39,37.79
110,10,22.39,37.86
260,10,22.39,38.6666666666667
350,10,22.463333333333296,39.95666666666669
500,10,22.39,42.03
370,10,22.426666666666698,43.39
330,20,22.5,45.6633333333333
100,10,22.5,47.1933333333333
110,20,22.566666666666695,46.86
140,20,22.6,44.8933333333333
310,30,22.6,43.8933333333333
330,20,22.6,42.49666666666669
190,20,22.6,41.7566666666667
160,20,22.6,41.05
160,30,22.7,40.863333333333294
480,10,22.76,40.73
280,20,22.89,40.59
130,20,22.963333333333296,40.463333333333296
150,20,23.033333333333296,40.223333333333294
140,20,23.1,39.963333333333296
130,20,23.2,39.723333333333294
130,20,23.2,39.53
340,20,23.2,39.3333333333333
490,10,23.2,39.1266666666667
230,10,23.2,39.06
360,10,23.2,38.933333333333294
410,10,23.26,39.0
150,0,23.26,39.1933333333333
80,10,23.2,39.23
80,10,23.2,39.363333333333294
70,10,23.2,39.5
70,10,23.2,39.56
70,0,23.1,39.6266666666667
60,10,23.1,39.7
60,10,23.1,39.76
50,10,23.0,39.8
50,0,23.0,40.0
50,0,22.89,40.1266666666667
30,0,22.89,40.2
20,0,22.79,40.09
40,0,22.79,40.1633333333333
50,0,22.76,40.23
50,0,22.7,40.29
50,0,22.6666666666667,40.29
60,0,22.6,40.29
50,0,22.6,40.29
60,0,22.6,40.29
50,0,22.5,40.29
40,0,22.5,40.29
50,0,22.39,40.2
50,0,22.39,40.2
50,0,22.356666666666698,40.2
50,0,22.29,40.2
40,0,22.29,40.2
30,0,22.2,40.09
30,0,22.2,40.09
40,0,22.1666666666667,40.09
50,0,22.1,40.09
50,0,22.066666666666695,40.06
50,0,22.0,40.0
50,0,21.963333333333296,40.0
60,0,21.89,40.0
50,0,21.89,40.0
50,0,21.89,40.0
40,0,21.79,39.9
50,0,21.79,39.9
50,0,21.76,39.9
50,0,21.7,39.9
50,0,21.7,39.9
30,0,21.6333333333333,39.8266666666667
30,0,21.6,39.9
30,0,21.6,39.9
50,0,21.5,39.9
50,0,21.5,39.925
40,0,21.426666666666698,39.933333333333294
60,0,21.39,39.9
60,0,21.39,39.9
50,0,21.356666666666698,39.933333333333294
50,0,21.29,40.0
50,0,21.29,40.03
220,0,21.23,40.03
390,10,21.2,39.863333333333294
380,10,21.2,39.79
390,10,21.2,39.963333333333296
390,10,21.2,40.223333333333294
240,10,21.29,40.53
40,10,21.356666666666698,40.6633333333333
70,10,21.5,40.7
50,0,21.5,41.033333333333296
50,0,21.5,41.8
70,0,21.566666666666695,42.52666666666669
60,0,21.6333333333333,42.1
70,0,21.7,41.6333333333333
60,0,21.745,40.995
50,0,21.79,40.79
60,0,21.856666666666698,40.863333333333294
60,0,21.89,40.79
80,0,21.89,40.79
100,0,21.89,40.8266666666667
60,0,21.963333333333296,41.1
70,0,22.0,41.3333333333333
60,0,22.0,41.1266666666667
60,0,22.033333333333296,41.03
50,0,22.1,41.03
50,0,22.1,41.0
40,0,22.1666666666667,41.06
50,0,22.2,41.09
70,0,22.2,41.1633333333333
60,0,22.1666666666667,41.23
60,0,22.1666666666667,41.29
80,0,22.1,41.29
80,0,22.1,41.29
80,0,22.1,41.29
90,0,22.075,40.045
90,0,22.0,39.223333333333294
100,0,22.0,39.6266666666667
80,0,22.0,39.56666666666669
90,0,21.963333333333296,39.56
80,0,21.89,39.433333333333294
80,0,21.89,39.53
80,0,21.89,39.59
80,0,21.89,39.5
90,0,21.89,39.5
70,0,21.89,39.4666666666667
50,0,21.89,39.4
60,10,21.89,39.4
70,10,21.89,39.4
80,10,21.89,39.26
70,10,21.823333333333295,39.1266666666667
370,10,21.76,39.06
410,20,21.7,38.933333333333294
250,10,21.7,38.93
80,10,21.7,38.79
70,10,21.65,38.69
70,0,21.6,38.56
80,10,21.6,38.5
70,20,21.5,38.4
80,20,21.5,38.3266666666667
80,20,21.5,38.26
150,20,21.426666666666698,38.1266666666667
380,30,21.39,38.23
290,30,21.39,38.43
270,20,21.39,38.56
420,30,21.323333333333295,38.56
280,20,21.29,38.5
300,20,21.29,38.56
350,30,21.426666666666698,39.0
270,20,21.566666666666695,39.06
560,20,21.73,40.9
1080,30,21.93,42.7666666666667
750,20,22.1633333333333,42.4
390,10,22.4966666666667,43.1933333333333
350,10,22.893333333333295,42.1933333333333
340,10,23.175,41.67
290,20,23.2,41.2266666666667
230,40,23.29,40.7966666666667
120,30,23.29,40.39
110,40,23.29,39.93
100,40,23.29,39.73
110,40,23.29,39.6633333333333
130,40,23.29,39.463333333333296
140,30,23.29,39.1266666666667
110,30,23.29,39.06666666666669
100,20,23.29,38.7
100,30,23.29,38.7
110,20,23.29,38.56
110,20,23.23,38.433333333333294
190,20,23.26,38.363333333333294
450,20,23.2,38.29
210,20,23.1666666666667,38.1633333333333
100,30,23.1,38.09
90,20,23.066666666666695,38.1266666666667
90,20,23.0,38.3333333333333
80,20,22.89,38.545
70,20,22.856666666666698,38.79
70,10,22.79,38.863333333333294
70,10,22.79,38.86
60,0,22.73,39.1933333333333
30,0,22.6,39.23
30,0,22.6,39.29
30,0,22.5,39.363333333333294
40,0,22.426666666666698,39.29
50,0,22.39,39.29
60,0,22.323333333333295,39.363333333333294
50,0,22.29,39.433333333333294
50,0,22.23,39.5
50,0,22.2,39.5
50,0,22.1333333333333,39.56
50,0,22.066666666666695,39.6633333333333
50,0,22.0,39.6633333333333
50,0,22.0,39.7
60,0,21.926666666666698,39.7
50,0,21.89,39.73
60,0,21.865,39.7675
50,0,21.79,39.7
40,0,21.76,39.79
30,0,21.7,39.79
30,0,21.7,39.8266666666667
30,0,21.6333333333333,39.8266666666667
60,0,21.6,39.8266666666667
50,0,21.6,39.9
60,0,21.5,40.0
50,0,21.5,40.0
50,0,21.5,40.03
50,0,21.426666666666698,40.03
40,0,21.39,40.0
60,0,21.39,40.06
50,0,21.29,40.09
60,0,21.29,40.09
50,0,21.29,40.2
50,0,21.23,40.2
40,0,21.2,40.2
50,0,21.2,40.2
50,0,21.1,40.29
30,0,21.1,40.29
40,0,21.1,40.29
30,0,21.0,40.29
50,0,21.0,40.363333333333294
50,0,21.0,40.4
40,0,21.0,40.4
50,0,20.963333333333296,40.433333333333294
50,0,20.89,40.5
170,0,20.89,40.5
400,0,20.89,40.5
390,10,20.79,40.53
370,10,20.79,40.723333333333294
390,10,20.79,40.933333333333294
370,10,20.79,41.1333333333333
380,10,20.79,41.2
100,10,20.79,41.2
90,20,20.79,41.26
470,10,20.79,41.26
320,0,20.79,41.645
270,0,20.823333333333295,42.1266666666667
260,0,20.89,42.4
230,0,20.926666666666698,42.39
470,10,21.0,42.59
400,0,21.1333333333333,42.533333333333296
290,0,21.2,42.3333333333333
100,0,21.39,41.8
90,0,21.463333333333296,40.6
90,0,21.6333333333333,39.9666666666667
90,0,21.7,39.7666666666667
90,0,21.73,39.52666666666669
100,0,21.856666666666698,39.4
80,0,21.89,39.26
180,0,21.963333333333296,39.26
440,0,22.033333333333296,39.1933333333333
300,0,22.1,38.8
250,0,22.1,37.933333333333294
280,0,22.033333333333296,37.4
460,0,22.033333333333296,37.92666666666669
120,0,22.1,38.25
120,0,22.1,38.2666666666667
110,0,22.1,38.26
130,0,22.1,38.26
110,0,22.033333333333296,38.23
120,0,22.1,38.23
120,0,22.1,38.06
120,0,22.1,38.06
130,0,22.066666666666695,38.1633333333333
120,0,22.0,38.09
120,0,22.0,38.23
410,0,22.0,38.23
420,0,22.0,37.02666666666669
140,0,21.926666666666698,34.9
60,0,21.856666666666698,33.13
60,0,21.73,32.46333333333331
70,10,21.6333333333333,32.0233333333333
80,0,21.7,32.6966666666667
100,0,21.7,33.42666666666669
80,0,21.7,33.96
80,0,21.7,34.245
70,0,21.7,34.56666666666669
80,0,21.7,34.8333333333333
80,0,21.7,35.06666666666669
90,0,21.76,35.26
80,0,21.73,35.43333333333331
80,0,21.79,35.56
80,0,21.7,35.6266666666667
80,0,21.7,35.70000000000001
80,10,21.7,35.59000000000001
90,10,21.7,35.59000000000001
130,10,21.6,35.73
380,20,21.6,35.79
800,10,21.5,36.76
790,10,21.566666666666695,38.6266666666667
540,20,21.6333333333333,42.06666666666669
120,20,21.7,45.0666666666667
110,20,21.79,45.5266666666667
160,30,21.856666666666698,43.5266666666667
140,20,21.926666666666698,41.86
550,20,22.025,41.075
530,10,22.1,40.7666666666667
100,0,22.23,46.26
100,10,22.29,47.7333333333333
90,10,22.356666666666698,45.63
90,10,22.29,44.63
100,10,22.29,43.2633333333333
130,10,22.29,42.45666666666669
110,10,22.39,41.6233333333333
120,20,22.39,42.09666666666671
100,30,22.5,43.2933333333333
110,20,22.426666666666698,41.8333333333333
100,20,22.426666666666698,40.393333333333295
120,20,22.426666666666698,39.6
250,30,22.5,39.29
110,10,22.5,39.23
110,0,22.5,39.02666666666669
150,10,22.5,38.8266666666667
110,20,22.5,38.73
50,10,22.5,38.73
40,10,22.445,38.4
50,10,22.39,38.73
50,10,22.323333333333295,38.863333333333294
70,10,22.29,39.1566666666667
60,20,22.29,39.29
60,10,22.2,39.56666666666669
70,10,22.2,39.7
50,10,22.1,39.8266666666667
70,10,22.1,39.9
60,10,22.0,39.9
70,20,21.926666666666698,39.9
60,10,21.89,39.9
60,10,21.823333333333295,39.9
50,10,21.79,39.933333333333294
40,10,21.73,40.0
30,20,21.6666666666667,40.0
40,0,21.6,40.1933333333333
50,0,21.566666666666695,40.5
50,0,21.5,40.6933333333333
40,0,21.463333333333296,40.9
50,10,21.39,40.9
40,0,21.323333333333295,40.8266666666667
40,0,21.26,40.76
40,0,21.2,40.7
60,0,21.1666666666667,40.7
50,0,21.1,40.7
50,0,21.0,40.59
40,0,21.0,40.59
40,0,20.963333333333296,40.6633333333333
20,0,20.89,40.6633333333333
30,0,20.89,40.59
20,0,20.89,40.59
50,0,20.79,40.59
60,0,20.79,40.59
40,0,20.76,40.53
50,0,20.7,40.59
40,0,20.7,40.59
40,0,20.6333333333333,40.53
50,0,20.6,40.53
50,0,20.575,40.59
40,0,20.5,40.59
50,0,20.5,40.6266666666667
40,0,20.426666666666698,40.56666666666669
50,0,20.39,40.59
30,0,20.39,40.6633333333333
20,0,20.29,40.7
30,0,20.29,40.7
30,0,20.29,40.7
50,0,20.23,40.7
80,0,20.2,40.7666666666667
40,0,20.2,41.02666666666669
50,10,20.2,41.2666666666667
40,0,20.2,41.4
70,10,20.1333333333333,41.4
100,0,20.1333333333333,41.4
60,20,20.1,41.36
50,0,20.1,41.56
40,0,20.1,41.59
40,0,20.033333333333296,41.463333333333296
40,0,20.05,41.45
20,0,20.0,41.4
20,0,20.0,41.4
30,0,20.0,41.4
50,0,19.926666666666698,41.4
50,0,19.89,41.4
40,0,19.89,41.4
40,0,19.856666666666698,41.363333333333294
40,0,19.79,41.23
40,0,19.79,41.2
50,0,19.79,41.2
50,0,19.76,41.2
50,0,19.7,41.2
40,0,19.7,41.1633333333333
40,0,19.7,41.1633333333333
20,0,19.7,41.2
20,0,19.7,41.2
30,0,19.6,41.09
40,0,19.6,41.03
50,0,19.6,41.045
50,0,19.6,41.1266666666667
40,0,19.6,41.2
40,0,19.6,41.2
50,0,19.6,41.2
40,0,19.6,41.23
40,0,19.533333333333296,41.29
50,0,19.5,41.29
